Entity,Code,Day,weekly_deaths_rolling_normalized,people_in_hospital_normalized,weekly_cases_rolling_normalized,people_ventilated_normalized
England,,2021-08-22,8.22,17.48,49.51,23.5
England,,2021-08-23,8.33,18.33,49.77,24.33
England,,2021-08-24,8.16,18.16,49.97,23.69
England,,2021-08-25,10.01,18.02,49.63,23.98
England,,2021-08-26,9.68,18.04,49.54,23.74
England,,2021-08-27,9.6,17.6,49,24.04
England,,2021-08-28,9.83,17.96,48.5,23.15
England,,2021-08-29,10.35,18.57,47.59,23.66
England,,2021-08-30,10.14,18.18,46.84,23.72
England,,2021-08-31,10.2,18.35,46.17,23.77
England,,2021-09-01,9.8,18.21,45.48,24.36
England,,2021-09-02,9.72,18.64,45.28,22.72
England,,2021-09-03,9.53,18.07,46.39,22.59
England,,2021-09-04,9.73,18.21,47.58,22.19
England,,2021-09-05,9.58,18.71,48.78,22.06
England,,2021-09-06,9.48,18.48,50.34,21.71
England,,2021-09-07,9.41,18.37,52.08,20.72
England,,2021-09-08,9.69,17.71,53.29,20.96
England,,2021-09-09,9.31,17.21,52.86,20.26
England,,2021-09-10,9.41,16.57,51.51,19.54
England,,2021-09-11,9.29,16.59,49.98,19.35
England,,2021-09-12,8.95,16.68,48.09,18.44
England,,2021-09-13,8.99,16.14,46.47,18.34
England,,2021-09-14,8.94,15.74,44.4,18.23
England,,2021-09-15,8.52,15.19,42.49,17.96
England,,2021-09-16,8.4,14.67,41.41,17.99
England,,2021-09-17,7.84,14.85,40.51,17.96
England,,2021-09-18,7.34,14.41,40.28,16.86
England,,2021-09-19,7.33,14.91,40.88,17.1
England,,2021-09-20,7.24,14.93,42.42,16.92
England,,2021-09-21,7.11,14.61,43.81,17.69
England,,2021-09-22,7.1,14.32,45.2,17.75
England,,2021-09-23,6.95,13.98,46.81,17.8
England,,2021-09-24,6.75,13.55,48.12,17.32
England,,2021-09-25,7.11,13.92,49.48,17.1
England,,2021-09-26,7.21,14.3,50.37,16.65
England,,2021-09-27,7.26,14.58,51.01,16.62
England,,2021-09-28,7.29,14.59,52.03,17.59
England,,2021-09-29,7.38,14.45,52.49,17.59
England,,2021-09-30,7.4,14.49,52.69,17.53
England,,2021-10-01,7.89,14.33,52.86,18.01
England,,2021-10-02,7.7,14.79,52.52,18.23
England,,2021-10-03,7.85,15.16,52.42,18.6
England,,2021-10-04,7.94,15.18,52.14,18.82
England,,2021-10-05,8.03,15.28,52.15,19.62
England,,2021-10-06,8.56,15.4,53.32,19.97
England,,2021-10-07,8.97,15.62,54.24,20.07
England,,2021-10-08,8.42,15.68,55.12,19.97
England,,2021-10-09,9.04,16.38,56.3,19.49
England,,2021-10-10,9.06,17.29,57.87,19.94
England,,2021-10-11,8.97,17.76,58.96,20.77
England,,2021-10-12,9.13,18.35,60.13,21.49
England,,2021-10-13,9.36,18.54,60.93,21.39
England,,2021-10-14,9.8,18.65,62.31,21.25
England,,2021-10-15,10.53,18.6,63.77,21.65
England,,2021-10-16,10.6,18.97,65.99,21.73
England,,2021-10-17,10.76,19.81,67.96,21.81
England,,2021-10-18,11.08,20.05,69.85,22.99
England,,2021-10-19,10.81,20.24,70.76,22.99
England,,2021-10-20,11.4,20.44,72.09,22.86
England,,2021-10-21,11.55,20.72,73.65,23.21
England,,2021-10-22,11.91,20.84,74.73,23.02
England,,2021-10-23,11.94,21.29,75.16,22.91
England,,2021-10-24,11.78,21.94,73.75,22.64
England,,2021-10-25,11.63,21.87,72.11,23.26
England,,2021-10-26,11.87,21.23,70.94,23.15
England,,2021-10-27,11.55,20.97,69.88,22.64
England,,2021-10-28,11.42,20.6,67.11,22.54
England,,2021-10-29,11.4,20.02,65.81,22.43
England,,2021-10-30,11.04,20.12,64.47,22.22
England,,2021-10-31,11.24,20.61,64.01,22.51
England,,2021-11-01,11.29,20.54,63.69,21.98
England,,2021-11-02,11.25,20.27,62.69,21.31
England,,2021-11-03,10.75,19.98,61.85,21.2
England,,2021-11-04,10.61,19.74,60.86,20.85
England,,2021-11-05,10.52,19.34,58.64,20.58
England,,2021-11-06,10.53,19.53,56,20.45
England,,2021-11-07,10.43,19.99,53.96,20.77
England,,2021-11-08,10.38,19.29,52.08,21.01
England,,2021-11-09,10.45,18.67,51.91,20.88
England,,2021-11-10,9.82,18.45,51.17,20.96
England,,2021-11-11,9.44,18.38,52.58,21.15
England,,2021-11-12,9.05,18.03,53.81,21.31
England,,2021-11-13,9.07,18.41,55.73,21.07
England,,2021-11-14,8.81,18.71,57.22,21.23
England,,2021-11-15,8.72,18.22,58.93,21.23
England,,2021-11-16,8.56,17.65,59.73,21.57
England,,2021-11-17,8.6,17.67,59.49,20.69
England,,2021-11-18,8.75,17.45,60.5,20.72
England,,2021-11-19,8.63,17.04,61.52,20.96
England,,2021-11-20,8.51,17.15,62.28,20.74
England,,2021-11-21,8.41,17.75,63.37,20.61
England,,2021-11-22,8.42,17.83,64.7,21.23
England,,2021-11-23,8.58,16.98,66.21,20.85
England,,2021-11-24,8.81,17.23,67.77,20.82
England,,2021-11-25,8.72,17.04,68.05,21.2
England,,2021-11-26,8.84,16.85,69.45,21.23
England,,2021-11-27,8.52,17.19,69.3,21.01
England,,2021-11-28,8.68,17.45,68.94,21.09
England,,2021-11-29,8.72,17.55,68.52,21.28
England,,2021-11-30,8.62,17.63,67.74,21.28
England,,2021-12-01,8.33,17.85,69.07,21.04
England,,2021-12-02,8.27,17.73,70.52,20.96
England,,2021-12-03,8.38,17.75,70.95,21.12
England,,2021-12-04,8.48,18.12,72.05,20.53
England,,2021-12-05,8.41,18.62,73.45,20.53
England,,2021-12-06,8.33,18.74,75.2,20.56
England,,2021-12-07,8.45,18.52,76.6,20.26
England,,2021-12-08,8.65,18.65,77.26,19.94
England,,2021-12-09,8.57,18.41,76.64,19.99
England,,2021-12-10,8.61,18.31,77.97,19.86
England,,2021-12-11,8.81,18.74,80.25,19.94
England,,2021-12-12,7.41,19.48,81.13,20.29
England,,2021-12-13,6.94,20.1,82.03,20.77
England,,2021-12-14,8.29,20.62,85.8,20.29
England,,2021-12-15,6.54,20.72,92.39,20.64
England,,2021-12-16,5.48,21.45,101.33,20.93
England,,2021-12-17,7.89,20.87,110.55,21.12
England,,2021-12-18,8.7,21.95,119.53,20.48
England,,2021-12-19,10.64,24.68,127.74,20.58
England,,2021-12-20,11.38,27.8,136,20.8
England,,2021-12-21,10.11,30.47,143.37,21.33
England,,2021-12-22,10.23,33.35,150.51,20.58
England,,2021-12-23,13.73,36.1,158.39,20.4
England,,2021-12-24,12.3,36.74,164.06,19.49
England,,2021-12-25,12.49,38.3,172.33,18.95
England,,2021-12-26,14.1,41.39,180.77,18.84
England,,2021-12-27,14.41,43.81,186.72,18.92
England,,2021-12-28,14.58,45.61,196.31,18.36
England,,2021-12-29,18.77,46.77,207.57,17.99
England,,2021-12-30,19.33,47.07,218.05,17.83
England,,2021-12-31,20.35,46.7,232.68,17.05
England,,2022-01-01,20.7,47.76,245.65,16.27
England,,2022-01-02,20.5,49.86,250.95,16.57
England,,2022-01-03,20.44,49.33,261.29,16.68
England,,2022-01-04,20.54,49.16,269.67,16.43
England,,2022-01-05,21.07,48.68,272.84,15.69
England,,2022-01-06,20.31,48.16,274.35,15.34
England,,2022-01-07,20.26,47.42,271.47,14.78
England,,2022-01-08,20.69,47.68,262.93,14.59
England,,2022-01-09,20.64,48.41,262.31,14.03
England,,2022-01-10,20.38,47.23,256.6,13.95
England,,2022-01-11,20.14,45.85,244.97,13.41
England,,2022-01-12,20.25,44.57,235.94,13.2
England,,2022-01-13,20.24,43.29,221.49,12.87
England,,2022-01-14,20.52,41.71,205.18,12.5
England,,2022-01-15,20.42,41.75,190.4,12.26
England,,2022-01-16,20.58,42.41,175.84,12.23
England,,2022-01-17,20.79,41.03,164.77,
England,,2022-01-18,,40.62,159.51,
England,,2022-01-19,,39.76,154.31,
England,,2022-01-20,,39.21,153.84,
England,,2022-01-21,,36.91,153.32,
England,,2022-01-22,,37.84,152.99,
England,,2022-01-23,,,153.69,
England,,2022-01-24,,,154.48,
England,,2022-01-25,,,154.3,
England,,2022-01-26,,,152.72,
England,,2022-01-27,,,149.88,
England,,2022-01-28,,,147.98,
England,,2022-01-29,,,146.87,
England,,2022-01-30,,,144.39,
Northern Ireland,,2020-03-13,5.66,4.07,0.17,69.84
Northern Ireland,,2020-03-14,7.55,4.17,0.2,76.19
Northern Ireland,,2020-03-15,8.18,5.3,0.24,76.19
Northern Ireland,,2020-03-16,11.95,6.63,0.27,73.02
Northern Ireland,,2020-03-17,11.95,7.29,0.35,61.9
Northern Ireland,,2020-03-18,14.47,8.24,0.38,60.32
Northern Ireland,,2020-03-19,14.47,8.9,0.44,57.14
Northern Ireland,,2020-03-20,16.35,10.98,0.43,52.38
Northern Ireland,,2020-03-21,22.01,13.26,0.56,53.97
Northern Ireland,,2020-03-22,25.79,14.96,0.62,52.38
Northern Ireland,,2020-03-23,26.42,17.8,0.72,46.03
Northern Ireland,,2020-03-24,30.19,19.6,0.83,49.21
Northern Ireland,,2020-03-25,28.3,21.5,1.06,53.97
Northern Ireland,,2020-03-26,30.19,23.86,1.23,49.21
Northern Ireland,,2020-03-27,28.93,26.52,1.42,52.38
Northern Ireland,,2020-03-28,27.67,28.88,1.62,46.03
Northern Ireland,,2020-03-29,32.08,28.98,2.12,49.21
Northern Ireland,,2020-03-30,34.59,31.25,2.89,42.86
Northern Ireland,,2020-03-31,33.96,31.25,3.11,42.86
Northern Ireland,,2020-04-01,38.36,32.77,3.61,42.86
Northern Ireland,,2020-04-02,38.99,33.52,4,41.27
Northern Ireland,,2020-04-03,47.8,33.81,4.73,39.68
Northern Ireland,,2020-04-04,52.83,32.86,5.06,34.92
Northern Ireland,,2020-04-05,54.09,30.02,5.1,36.51
Northern Ireland,,2020-04-06,47.8,30.11,4.7,33.33
Northern Ireland,,2020-04-07,52.2,29.92,5.03,33.33
Northern Ireland,,2020-04-08,54.09,29.17,4.88,33.33
Northern Ireland,,2020-04-09,69.18,28.03,5.28,34.92
Northern Ireland,,2020-04-10,66.04,26.33,5.15,34.92
Northern Ireland,,2020-04-11,64.15,26.8,5.4,36.51
Northern Ireland,,2020-04-12,63.52,27.46,5.39,30.16
Northern Ireland,,2020-04-13,66.04,27.18,5.44,25.4
Northern Ireland,,2020-04-14,64.15,28.22,5.35,20.63
Northern Ireland,,2020-04-15,68.55,28.79,5.63,22.22
Northern Ireland,,2020-04-16,55.35,29.55,5.44,19.05
Northern Ireland,,2020-04-17,52.83,29.36,5.63,19.05
Northern Ireland,,2020-04-18,54.72,28.5,5.78,15.87
Northern Ireland,,2020-04-19,51.57,27.94,6.3,19.05
Northern Ireland,,2020-04-20,51.57,28.22,6.36,20.63
Northern Ireland,,2020-04-21,49.06,27.37,5.94,14.29
Northern Ireland,,2020-04-22,47.17,27.08,5.9,11.11
Northern Ireland,,2020-04-23,50.31,26.23,6.12,7.94
Northern Ireland,,2020-04-24,47.17,25.57,5.89,9.52
Northern Ireland,,2020-04-25,38.36,26.04,5.56,6.35
Northern Ireland,,2020-04-26,33.96,25.47,4.98,7.94
Northern Ireland,,2020-04-27,33.96,25.38,4.85,6.35
Northern Ireland,,2020-04-28,32.08,25,4.88,7.94
Northern Ireland,,2020-04-29,27.04,24.62,4.42,7.94
Northern Ireland,,2020-04-30,19.5,23.01,3.91,7.94
Northern Ireland,,2020-05-01,20.13,22.63,3.76,7.94
Northern Ireland,,2020-05-02,27.04,21.88,3.48,6.35
Northern Ireland,,2020-05-03,27.04,20.83,3.45,6.35
Northern Ireland,,2020-05-04,25.79,21.97,3.47,6.35
Northern Ireland,,2020-05-05,27.67,22.82,3.55,6.35
Northern Ireland,,2020-05-06,26.42,23.48,3.54,7.94
Northern Ireland,,2020-05-07,28.3,23.11,3.37,4.76
Northern Ireland,,2020-05-08,29.56,23.2,3,11.11
Northern Ireland,,2020-05-09,22.01,21.4,2.92,9.52
Northern Ireland,,2020-05-10,20.13,19.89,2.64,9.52
Northern Ireland,,2020-05-11,18.87,19.51,2.35,6.35
Northern Ireland,,2020-05-12,20.13,19.7,2.34,6.35
Northern Ireland,,2020-05-13,15.72,19.13,2.4,4.76
Northern Ireland,,2020-05-14,13.84,18.66,2.31,7.94
Northern Ireland,,2020-05-15,10.69,17.14,2.22,9.52
Northern Ireland,,2020-05-16,10.69,16.29,2.1,7.94
Northern Ireland,,2020-05-17,10.69,15.53,2,6.35
Northern Ireland,,2020-05-18,10.69,15.34,1.89,6.35
Northern Ireland,,2020-05-19,6.29,15.25,1.71,6.35
Northern Ireland,,2020-05-20,7.55,15.06,1.4,4.76
Northern Ireland,,2020-05-21,11.32,14.96,1.43,3.17
Northern Ireland,,2020-05-22,10.69,14.11,1.4,3.17
Northern Ireland,,2020-05-23,9.43,13.64,1.41,3.17
Northern Ireland,,2020-05-24,9.43,12.88,1.39,3.17
Northern Ireland,,2020-05-25,8.81,12.97,1.56,3.17
Northern Ireland,,2020-05-26,8.18,13.16,1.62,3.17
Northern Ireland,,2020-05-27,6.92,12.03,1.68,3.17
Northern Ireland,,2020-05-28,1.89,11.27,1.49,3.17
Northern Ireland,,2020-05-29,1.89,10.23,1.44,1.59
Northern Ireland,,2020-05-30,1.89,9.09,1.23,1.59
Northern Ireland,,2020-05-31,2.52,8.71,1.1,0
Northern Ireland,,2020-06-01,2.52,8.43,0.89,0
Northern Ireland,,2020-06-02,2.52,8.43,0.71,0
Northern Ireland,,2020-06-03,3.14,8.43,0.58,0
Northern Ireland,,2020-06-04,3.77,7.86,0.71,0
Northern Ireland,,2020-06-05,3.14,7.67,0.6,0
Northern Ireland,,2020-06-06,3.14,7.1,0.61,0
Northern Ireland,,2020-06-07,2.52,6.63,0.6,0
Northern Ireland,,2020-06-08,2.52,6.44,0.56,0
Northern Ireland,,2020-06-09,2.52,6.34,0.55,0
Northern Ireland,,2020-06-10,2.52,6.25,0.59,0
Northern Ireland,,2020-06-11,2.52,5.59,0.37,0
Northern Ireland,,2020-06-12,2.52,5.02,0.47,0
Northern Ireland,,2020-06-13,2.52,4.73,0.38,0
Northern Ireland,,2020-06-14,2.52,4.26,0.39,0
Northern Ireland,,2020-06-15,3.14,4.45,0.38,0
Northern Ireland,,2020-06-16,3.77,4.83,0.37,1.59
Northern Ireland,,2020-06-17,3.14,4.92,0.33,1.59
Northern Ireland,,2020-06-18,2.52,5.02,0.31,1.59
Northern Ireland,,2020-06-19,3.14,4.55,0.21,1.59
Northern Ireland,,2020-06-20,3.77,4.45,0.19,1.59
Northern Ireland,,2020-06-21,3.14,3.79,0.17,1.59
Northern Ireland,,2020-06-22,2.52,3.5,0.14,1.59
Northern Ireland,,2020-06-23,1.89,3.79,0.13,1.59
Northern Ireland,,2020-06-24,1.89,3.41,0.08,3.17
Northern Ireland,,2020-06-25,1.89,3.22,0.08,3.17
Northern Ireland,,2020-06-26,1.26,3.03,0.09,3.17
Northern Ireland,,2020-06-27,0,2.94,0.11,3.17
Northern Ireland,,2020-06-28,0,2.65,0.08,3.17
Northern Ireland,,2020-06-29,0,2.84,0.12,3.17
Northern Ireland,,2020-06-30,1.26,2.84,0.14,1.59
Northern Ireland,,2020-07-01,1.26,2.84,0.14,1.59
Northern Ireland,,2020-07-02,1.26,2.94,0.18,1.59
Northern Ireland,,2020-07-03,1.26,2.94,0.18,1.59
Northern Ireland,,2020-07-04,1.26,2.84,0.17,1.59
Northern Ireland,,2020-07-05,1.26,2.65,0.16,1.59
Northern Ireland,,2020-07-06,1.26,2.75,0.11,1.59
Northern Ireland,,2020-07-07,0,2.56,0.13,1.59
Northern Ireland,,2020-07-08,0,2.46,0.15,1.59
Northern Ireland,,2020-07-09,0,2.27,0.12,1.59
Northern Ireland,,2020-07-10,0,2.37,0.12,1.59
Northern Ireland,,2020-07-11,0,2.37,0.12,1.59
Northern Ireland,,2020-07-12,0,2.18,0.12,1.59
Northern Ireland,,2020-07-13,0,2.37,0.12,1.59
Northern Ireland,,2020-07-14,0,2.46,0.1,1.59
Northern Ireland,,2020-07-15,0,2.56,0.14,1.59
Northern Ireland,,2020-07-16,0,2.37,0.23,3.17
Northern Ireland,,2020-07-17,0,2.27,0.35,3.17
Northern Ireland,,2020-07-18,0,2.27,0.35,1.59
Northern Ireland,,2020-07-19,0,2.37,0.35,0
Northern Ireland,,2020-07-20,0,2.37,0.35,0
Northern Ireland,,2020-07-21,0,2.27,0.35,0
Northern Ireland,,2020-07-22,0,2.37,0.35,0
Northern Ireland,,2020-07-23,0,2.37,0.29,0
Northern Ireland,,2020-07-24,0,2.46,0.26,0
Northern Ireland,,2020-07-25,0,2.27,0.26,0
Northern Ireland,,2020-07-26,0,2.37,0.26,0
Northern Ireland,,2020-07-27,0,2.56,0.26,0
Northern Ireland,,2020-07-28,0.63,2.46,0.31,1.59
Northern Ireland,,2020-07-29,0.63,2.37,0.31,1.59
Northern Ireland,,2020-07-30,0.63,2.27,0.31,1.59
Northern Ireland,,2020-07-31,0.63,2.18,0.27,1.59
Northern Ireland,,2020-08-01,1.26,2.46,0.27,3.17
Northern Ireland,,2020-08-02,1.26,2.37,0.27,3.17
Northern Ireland,,2020-08-03,1.26,2.65,0.27,3.17
Northern Ireland,,2020-08-04,0.63,2.75,0.26,3.17
Northern Ireland,,2020-08-05,1.26,2.65,0.27,4.76
Northern Ireland,,2020-08-06,1.26,2.75,0.53,4.76
Northern Ireland,,2020-08-07,1.26,2.65,0.57,4.76
Northern Ireland,,2020-08-08,0.63,2.84,0.57,4.76
Northern Ireland,,2020-08-09,0.63,2.84,0.57,4.76
Northern Ireland,,2020-08-10,0.63,2.94,0.57,4.76
Northern Ireland,,2020-08-11,0.63,2.94,0.87,1.59
Northern Ireland,,2020-08-12,0,3.5,1.01,1.59
Northern Ireland,,2020-08-13,0,3.88,0.75,3.17
Northern Ireland,,2020-08-14,0.63,4.36,1.19,3.17
Northern Ireland,,2020-08-15,0.63,4.83,1.68,1.59
Northern Ireland,,2020-08-16,0.63,4.92,1.89,1.59
Northern Ireland,,2020-08-17,0.63,4.83,2.18,1.59
Northern Ireland,,2020-08-18,0.63,4.92,2.13,1.59
Northern Ireland,,2020-08-19,0.63,5.3,2.16,3.17
Northern Ireland,,2020-08-20,1.89,5.02,2.49,3.17
Northern Ireland,,2020-08-21,1.89,4.45,2.08,4.76
Northern Ireland,,2020-08-22,2.52,4.73,2.13,4.76
Northern Ireland,,2020-08-23,2.52,5.02,2.82,4.76
Northern Ireland,,2020-08-24,2.52,5.21,2.6,4.76
Northern Ireland,,2020-08-25,3.14,5.11,2.64,4.76
Northern Ireland,,2020-08-26,4.4,5.59,2.93,6.35
Northern Ireland,,2020-08-27,3.14,5.49,3.06,7.94
Northern Ireland,,2020-08-28,3.14,4.92,3.55,7.94
Northern Ireland,,2020-08-29,2.52,4.92,3.69,7.94
Northern Ireland,,2020-08-30,2.52,4.83,3.16,7.94
Northern Ireland,,2020-08-31,2.52,4.83,3.52,7.94
Northern Ireland,,2020-09-01,3.14,5.11,3.54,9.52
Northern Ireland,,2020-09-02,2.52,5.02,3.53,7.94
Northern Ireland,,2020-09-03,3.77,5.4,3.59,11.11
Northern Ireland,,2020-09-04,3.14,5.3,3.41,11.11
Northern Ireland,,2020-09-05,4.4,5.49,3.63,11.11
Northern Ireland,,2020-09-06,4.4,5.78,4.06,14.29
Northern Ireland,,2020-09-07,4.4,6.16,4.68,11.11
Northern Ireland,,2020-09-08,4.4,6.72,4.61,12.7
Northern Ireland,,2020-09-09,3.77,7.01,4.45,12.7
Northern Ireland,,2020-09-10,2.52,7.01,4.45,17.46
Northern Ireland,,2020-09-11,2.52,6.82,4.66,17.46
Northern Ireland,,2020-09-12,1.26,6.72,4.55,15.87
Northern Ireland,,2020-09-13,1.89,6.82,4.41,15.87
Northern Ireland,,2020-09-14,1.89,6.91,4.17,19.05
Northern Ireland,,2020-09-15,0.63,7.48,4.46,23.81
Northern Ireland,,2020-09-16,0.63,8.24,5.06,23.81
Northern Ireland,,2020-09-17,1.26,8.71,5.6,26.98
Northern Ireland,,2020-09-18,2.52,9.19,6.16,26.98
Northern Ireland,,2020-09-19,3.14,9.47,7.05,31.75
Northern Ireland,,2020-09-20,3.14,9.47,7.71,34.92
Northern Ireland,,2020-09-21,3.77,10.32,7.84,36.51
Northern Ireland,,2020-09-22,3.77,11.17,7.8,39.68
Northern Ireland,,2020-09-23,4.4,12.69,8.49,39.68
Northern Ireland,,2020-09-24,4.4,13.07,8.79,41.27
Northern Ireland,,2020-09-25,3.77,13.83,9.62,36.51
Northern Ireland,,2020-09-26,3.14,14.68,10.34,39.68
Northern Ireland,,2020-09-27,2.52,14.2,10.43,42.86
Northern Ireland,,2020-09-28,2.52,15.72,11.14,42.86
Northern Ireland,,2020-09-29,4.4,17.14,12.98,47.62
Northern Ireland,,2020-09-30,8.18,18.75,14.51,52.38
Northern Ireland,,2020-10-01,10.06,20.45,15.04,58.73
Northern Ireland,,2020-10-02,11.95,21.88,20,61.9
Northern Ireland,,2020-10-03,13.21,23.2,23.06,60.32
Northern Ireland,,2020-10-04,14.47,23.11,25.13,65.08
Northern Ireland,,2020-10-05,16.98,25.09,28.1,65.08
Northern Ireland,,2020-10-06,18.87,27.46,30.72,66.67
Northern Ireland,,2020-10-07,16.35,28.12,33.76,69.84
Northern Ireland,,2020-10-08,16.98,29.92,38.75,66.67
Northern Ireland,,2020-10-09,17.61,31.34,39.84,66.67
Northern Ireland,,2020-10-10,19.5,33.05,41.17,61.9
Northern Ireland,,2020-10-11,22.01,35.32,45.7,60.32
Northern Ireland,,2020-10-12,23.9,38.54,47.66,65.08
Northern Ireland,,2020-10-13,23.27,41,49.12,69.84
Northern Ireland,,2020-10-14,29.56,42.05,52.04,61.9
Northern Ireland,,2020-10-15,32.08,43.94,50.84,55.56
Northern Ireland,,2020-10-16,33.96,43.94,52.49,47.62
Northern Ireland,,2020-10-17,36.48,45.64,53.46,53.97
Northern Ireland,,2020-10-18,39.62,47.16,53.05,61.9
Northern Ireland,,2020-10-19,39.62,49.81,52.62,63.49
Northern Ireland,,2020-10-20,41.51,51.7,53,58.73
Northern Ireland,,2020-10-21,37.11,51.7,51.66,55.56
Northern Ireland,,2020-10-22,37.74,52.84,53.76,58.73
Northern Ireland,,2020-10-23,40.25,52.27,53.4,50.79
Northern Ireland,,2020-10-24,39.62,53.5,52.59,44.44
Northern Ireland,,2020-10-25,41.51,53.03,51.72,49.21
Northern Ireland,,2020-10-26,40.88,54.92,51.02,44.44
Northern Ireland,,2020-10-27,42.14,56.34,49.59,47.62
Northern Ireland,,2020-10-28,45.28,57.48,48.09,46.03
Northern Ireland,,2020-10-29,44.03,58.14,46.44,47.62
Northern Ireland,,2020-10-30,45.91,57.67,41.29,52.38
Northern Ireland,,2020-10-31,47.8,57.2,39.23,47.62
Northern Ireland,,2020-11-01,45.28,56.34,37.64,46.03
Northern Ireland,,2020-11-02,46.54,57.01,35.88,46.03
Northern Ireland,,2020-11-03,49.06,59.56,34.74,46.03
Northern Ireland,,2020-11-04,47.8,59.19,33.53,46.03
Northern Ireland,,2020-11-05,49.69,61.36,31.23,46.03
Northern Ireland,,2020-11-06,47.8,61.27,31.45,42.86
Northern Ireland,,2020-11-07,48.43,60.51,30.54,38.1
Northern Ireland,,2020-11-08,48.43,58.71,28.55,38.1
Northern Ireland,,2020-11-09,49.06,58.9,28.39,38.1
Northern Ireland,,2020-11-10,42.14,59.94,27.97,33.33
Northern Ireland,,2020-11-11,43.4,61.17,28.81,31.75
Northern Ireland,,2020-11-12,40.88,60.13,29.05,38.1
Northern Ireland,,2020-11-13,38.36,60.04,29.14,34.92
Northern Ireland,,2020-11-14,38.36,59.47,29.01,36.51
Northern Ireland,,2020-11-15,37.74,58.14,29.4,36.51
Northern Ireland,,2020-11-16,33.33,59.28,28.35,38.1
Northern Ireland,,2020-11-17,37.74,60.13,28.61,38.1
Northern Ireland,,2020-11-18,40.25,57.86,26.56,38.1
Northern Ireland,,2020-11-19,38.36,57.48,26.1,39.68
Northern Ireland,,2020-11-20,40.25,57.58,24.32,41.27
Northern Ireland,,2020-11-21,36.48,56.34,23.16,41.27
Northern Ireland,,2020-11-22,35.22,55.78,22.18,36.51
Northern Ireland,,2020-11-23,40.25,56.53,21.8,38.1
Northern Ireland,,2020-11-24,39.62,58.52,18.27,38.1
Northern Ireland,,2020-11-25,38.99,58.43,18.38,36.51
Northern Ireland,,2020-11-26,44.03,58.05,18.04,34.92
Northern Ireland,,2020-11-27,45.91,56.25,18.21,34.92
Northern Ireland,,2020-11-28,49.69,56.16,17.89,34.92
Northern Ireland,,2020-11-29,50.94,56.82,17.96,34.92
Northern Ireland,,2020-11-30,46.54,57.58,18.04,34.92
Northern Ireland,,2020-12-01,44.03,58.81,20.38,36.51
Northern Ireland,,2020-12-02,38.99,58.43,19.5,38.1
Northern Ireland,,2020-12-03,36.48,60.04,19.61,38.1
Northern Ireland,,2020-12-04,35.22,57.95,20.04,42.86
Northern Ireland,,2020-12-05,35.22,58.24,21.06,42.86
Northern Ireland,,2020-12-06,40.25,56.82,21.57,39.68
Northern Ireland,,2020-12-07,45.91,58.52,22.38,34.92
Northern Ireland,,2020-12-08,47.17,60.42,22.08,46.03
Northern Ireland,,2020-12-09,53.46,61.74,22.58,53.97
Northern Ireland,,2020-12-10,61.64,62.88,22.47,58.73
Northern Ireland,,2020-12-11,61.01,62.69,23.14,50.79
Northern Ireland,,2020-12-12,53.46,60.98,23.32,57.14
Northern Ireland,,2020-12-13,55.35,60.04,23.81,52.38
Northern Ireland,,2020-12-14,47.17,60.8,23.97,53.97
Northern Ireland,,2020-12-15,55.35,62.31,24.98,58.73
Northern Ireland,,2020-12-16,54.09,62.78,25.19,60.32
Northern Ireland,,2020-12-17,44.65,61.84,26.8,63.49
Northern Ireland,,2020-12-18,44.65,60.89,26.59,69.84
Northern Ireland,,2020-12-19,44.65,59.66,27.82,74.6
Northern Ireland,,2020-12-20,48.43,61.27,27.99,71.43
Northern Ireland,,2020-12-21,52.2,64.3,29.01,79.37
Northern Ireland,,2020-12-22,47.17,67.42,28.66,80.95
Northern Ireland,,2020-12-23,49.69,70.08,30.74,90.48
Northern Ireland,,2020-12-24,54.09,73.67,32.13,90.48
Northern Ireland,,2020-12-25,57.86,76.14,28.3,92.06
Northern Ireland,,2020-12-26,70.44,75.38,30.99,82.54
Northern Ireland,,2020-12-27,59.75,78.5,27.19,73.02
Northern Ireland,,2020-12-28,66.67,81.06,35.3,85.71
Northern Ireland,,2020-12-29,69.18,84.66,43.77,79.37
Northern Ireland,,2020-12-30,71.7,85.42,53.95,76.19
Northern Ireland,,2020-12-31,75.47,86.08,62.12,88.89
Northern Ireland,,2021-01-01,74.84,87.31,62.12,90.48
Northern Ireland,,2021-01-02,78.62,88.16,81.49,85.71
Northern Ireland,,2021-01-03,86.79,91.57,93.98,88.89
Northern Ireland,,2021-01-04,91.82,94.7,95.23,88.89
Northern Ireland,,2021-01-05,93.71,99.72,93.82,88.89
Northern Ireland,,2021-01-06,94.97,99.24,92.63,92.06
Northern Ireland,,2021-01-07,96.86,99.81,88.73,95.24
Northern Ireland,,2021-01-08,100,100,100,100
Northern Ireland,,2021-01-09,91.19,99.15,83.97,96.83
Northern Ireland,,2021-01-10,84.91,96.5,79.84,93.65
Northern Ireland,,2021-01-11,77.99,98.48,72.01,90.48
Northern Ireland,,2021-01-12,76.73,99.15,70.71,85.71
Northern Ireland,,2021-01-13,71.7,97.44,64.4,90.48
Northern Ireland,,2021-01-14,67.92,94.98,61.12,90.48
Northern Ireland,,2021-01-15,62.89,93.18,57.75,84.13
Northern Ireland,,2021-01-16,69.18,93.66,52.22,80.95
Northern Ireland,,2021-01-17,72.33,91.95,50.04,82.54
